"index","Category","ID","Name","PValue","QValueFDRBH","QValueFDRBY","QValueBonferroni","TotalGenes","GenesInTerm","GenesInQuery","GenesInTermInQuery","Source","URL","Cluster"
"5079","Pathway","M39400","WP_CHEMOKINE_SIGNALING_PATHWAY",2.04148682727724e-06,0.000265649421604209,0.00235447928003062,0.00809857824380879,13850,165,787,26,"WikiPathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_CHEMOKINE_SIGNALING_PATHWAY.html","5"
"5080","Pathway","M3126","KEGG_LEISHMANIA_INFECTION",2.08473406138883e-06,0.000265649421604209,0.00235447928003062,0.00827014002152947,13850,72,787,16,"KEGG Legacy Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_LEISHMANIA_INFECTION.html","5"
"5081","Pathway","MM15595","REACTOME_RHO_GTPASE_CYCLE",2.10167972156209e-06,0.000265649421604209,0.00235447928003062,0.00833736345543682,13850,440,787,50,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_RHO_GTPASE_CYCLE.html","5"
"5082","Pathway","M1060","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM",2.14287408402689e-06,0.000265649421604209,0.00235447928003062,0.00850078149133468,13850,792,787,77,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM.html","5"
"5083","Pathway","MM14472","REACTOME_HEMOSTASIS",2.86991653598463e-06,0.000344998754492455,0.00305776091731564,0.011384958898251,13850,559,787,59,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_HEMOSTASIS.html","5"
"5084","Pathway","M8395","REACTOME_HEMOSTASIS",3.01837615438243e-06,0.000352173476601032,0.00312135124791983,0.0119738982044351,13850,678,787,68,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_HEMOSTASIS.html","5"
"5085","Pathway","M1058","REACTOME_ADAPTIVE_IMMUNE_SYSTEM",3.37790053802158e-06,0.00038286089812376,0.00339333715211079,0.0134001314343316,13850,829,787,79,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_ADAPTIVE_IMMUNE_SYSTEM.html","5"
"5086","Pathway","M11480","REACTOME_MEMBRANE_TRAFFICKING",3.71547876775018e-06,0.000409425118657361,0.00362877868425805,0.014739304271665,13850,629,787,64,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_MEMBRANE_TRAFFICKING.html","5"
"5087","Pathway","M47725","KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_ESPT_TO_RAC_SIGNALING_PATHWAY",4.49697380092706e-06,0.000482148515358855,0.00427333393934994,0.0178394950682776,13850,14,787,7,"KEGG Medicus Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_ESPT_TO_RAC_SIGNALING_PATHWAY.html","5"
"5088","Pathway","MM15930","WP_IL_5_SIGNALING_PATHWAY",4.77382290474711e-06,0.000498361985871889,0.0044170356652931,0.0189377554631318,13850,68,787,15,"WikiPathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_IL_5_SIGNALING_PATHWAY.html","5"
"5089","Pathway","MM15943","WP_CHEMOKINE_SIGNALING_PATHWAY",5.255342324013e-06,0.00053456264100922,0.0047378859495876,0.0208479429993596,13850,184,787,27,"WikiPathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_CHEMOKINE_SIGNALING_PATHWAY.html","5"
"5090","Pathway","M973","REACTOME_INTERFERON_ALPHA_BETA_SIGNALING",6.32412879454786e-06,0.000627195473199284,0.0055589006641124,0.0250878189279714,13850,78,787,16,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_INTERFERON_ALPHA_BETA_SIGNALING.html","5"
"5091","Pathway","M14309","REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING",6.80830190482431e-06,0.000658744723327757,0.00583852504755513,0.027008533656438,13850,32,787,10,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING.html","5"
"5092","Pathway","M47736","KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPE_TO_RAC_SIGNALING_PATHWAY",7.16665052275525e-06,0.000664536431948278,0.00588985758146634,0.0284301026237701,13850,20,787,8,"KEGG Medicus Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPE_TO_RAC_SIGNALING_PATHWAY.html","5"
"5093","Pathway","M42535","WP_COMPLEMENT_SYSTEM_IN_NEURONAL_DEVELOPMENT_AND_PLASTICITY",7.20319298557498e-06,0.000664536431948278,0.00588985758146634,0.028575066573776,13850,106,787,19,"WikiPathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_COMPLEMENT_SYSTEM_IN_NEURONAL_DEVELOPMENT_AND_PLASTICITY.html","5"
"5094","Pathway","MM15265","REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES",9.27449250799298e-06,0.000817598039537959,0.00724645900548529,0.0367919117792081,13850,33,787,10,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES.html","5"
"5095","Pathway","MM15027","REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING",9.27449250799298e-06,0.000817598039537959,0.00724645900548529,0.0367919117792081,13850,33,787,10,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING.html","5"
"5096","Pathway","MM14540","REACTOME_ADAPTIVE_IMMUNE_SYSTEM",9.75086454965889e-06,0.000840906079749931,0.00745304066264008,0.0386816796684968,13850,729,787,70,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_ADAPTIVE_IMMUNE_SYSTEM.html","5"
"5097","Pathway","M27779","REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS",1.05253195233661e-05,0.000879986966852817,0.0077994187513756,0.0417539425491934,13850,90,787,17,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS.html","5"
"5098","Pathway","M8240","REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL",1.064768702015e-05,0.000879986966852817,0.0077994187513756,0.0422393744089352,13850,191,787,27,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL.html","5"
"5099","Pathway","M10775","REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS",1.08932120214296e-05,0.000881905552836962,0.0078164233844719,0.0432133720890111,13850,48,787,12,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS.html","5"
"5100","Pathway","MM15518","REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS",1.22700345308776e-05,0.000973504539679831,0.00862827501693905,0.0486752269839915,13850,91,787,17,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS.html","5"
"5101","Pubmed","19056867","Large-scale proteomics and phosphoproteomics of urinary exosomes.",4.66925248680655e-44,3.77854588242333e-39,4.48834102786119e-38,3.77854588242333e-39,34789,1016,960,123,"Pubmed","http://pubmed.org/19056867","5"
"5102","Pubmed","23533145","In-depth proteomic analyses of exosomes isolated from expressed prostatic secretions in urine.",3.97312092402568e-43,1.60760418827927e-38,1.90959063601148e-37,3.21520837655854e-38,34789,1070,960,125,"Pubmed","http://pubmed.org/23533145","5"
"5103","Pubmed","20458337","MHC class II-associated proteins in B-cell exosomes and potential functional implications for exosome biogenesis.",9.31567987274304e-37,2.51287359340619e-32,2.98491377320012e-31,7.53862078021858e-32,34789,565,960,84,"Pubmed","http://pubmed.org/20458337","5"
"5104","Pubmed","31536960","Rewiring of the Human Mitochondrial Interactome during Neuronal Reprogramming Reveals Regulators of the Respirasome and Neurogenesis.",1.44865273344701e-31,2.93076934503665e-27,3.48131072212612e-26,1.17230773801466e-26,34789,859,960,96,"Pubmed","http://pubmed.org/31536960","5"
"5105","Pubmed","30550785","Irisin Mediates Effects on Bone and Fat via αV Integrin Receptors.",1.34296439151874e-27,2.17356100838524e-23,2.58186174101401e-22,1.08678050419262e-22,34789,1451,960,121,"Pubmed","http://pubmed.org/30550785","5"
"5106","Pubmed","35696571","ESCPE-1 mediates retrograde endosomal sorting of the SARS-CoV-2 host factor Neuropilin-1.",9.7692559735227e-27,1.31761211733559e-22,1.5651239151426e-21,7.90567270401351e-22,34789,1201,960,107,"Pubmed","http://pubmed.org/35696571","5"
"5107","Pubmed","32687490","Proteome-wide identification of HSP70/HSC70 chaperone clients in human cells.",2.18140528581405e-24,2.52182916213166e-20,2.99555163437452e-19,1.76528041349216e-19,34789,1367,960,111,"Pubmed","http://pubmed.org/32687490","5"
"5108","Pubmed","20237496","New genetic associations detected in a host response study to hepatitis B vaccine.",1.0717583872242e-23,1.08413719659664e-19,1.28779102086604e-18,8.67309757277311e-19,34789,824,960,82,"Pubmed","http://pubmed.org/20237496","5"
"5109","Pubmed","30833792","A protein-interaction network of interferon-stimulated genes extends the innate immune system landscape.",1.31379343578447e-23,1.18130466663803e-19,1.40321127932815e-18,1.06317419997423e-18,34789,1440,960,113,"Pubmed","http://pubmed.org/30833792","5"
"5110","Pubmed","21308776","DLK1 is a novel regulator of bone mass that mediates estrogen deficiency-induced bone loss in mice.",3.99619429038093e-23,3.23388026754786e-19,3.84136065451636e-18,3.23388026754786e-18,34789,145,960,35,"Pubmed","http://pubmed.org/21308776","5"
"5111","Pubmed","33545068","Systematically defining selective autophagy receptor-specific cargo using autophagosome content profiling.",2.01218695864157e-21,1.48031106764646e-17,1.75838566095523e-16,1.62834217441111e-16,34789,1297,960,102,"Pubmed","http://pubmed.org/33545068","5"
"5112","Pubmed","21900206","A directed protein interaction network for investigating intracellular signal transduction.",5.17507075768074e-20,3.4898952166213e-16,4.14546769342181e-15,4.18787425994556e-15,34789,1124,960,91,"Pubmed","http://pubmed.org/21900206","5"
"5113","Pubmed","30397336","Identification of phagocytosis regulators using magnetic genome-wide CRISPR screens.",3.61676102240243e-19,2.25140591520688e-15,2.67432971678291e-14,2.92682768976894e-14,34789,143,960,31,"Pubmed","http://pubmed.org/30397336","5"
"5114","Pubmed","30575818","Loss of ER retention motif of AGR2 can impact mTORC signaling and promote cancer metastasis.",2.82062426909971e-18,1.63040141680446e-14,1.93667029556706e-13,2.28256198352625e-13,34789,807,960,72,"Pubmed","http://pubmed.org/30575818","5"
"5115","Pubmed","33845483","Multilevel proteomics reveals host perturbations by SARS-CoV-2 and SARS-CoV.",5.9561404454611e-18,3.2132980627233e-14,3.81691210810922e-13,4.81994709408494e-13,34789,1061,960,84,"Pubmed","http://pubmed.org/33845483","5"
"5116","Pubmed","35676659","LukS-PV inhibits hepatocellular carcinoma cells migration by downregulating HDAC6 expression.",8.63162852930521e-18,4.36566191940934e-14,5.18574608232345e-13,6.98505907105495e-13,34789,580,960,59,"Pubmed","http://pubmed.org/35676659","5"
"5117","Pubmed","36517590","EZH2 interacts with HP1BP3 to epigenetically activate WNT7B that promotes temozolomide resistance in glioblastoma.",2.87290798664532e-17,1.36757179947815e-13,1.6244684614514e-12,2.32487205911286e-12,34789,803,960,70,"Pubmed","http://pubmed.org/36517590","5"
"5118","Pubmed","30333137","LCP1 preferentially binds clasped αMβ2 integrin and attenuates leukocyte adhesion under flow.",3.16337743029893e-17,1.42218419538617e-13,1.6893397280209e-12,2.55993155169511e-12,34789,344,960,44,"Pubmed","http://pubmed.org/30333137","5"
"5119","Pubmed","22863883","A high-throughput approach for measuring temporal changes in the interactome.",1.5523284425272e-16,6.61161194121429e-13,7.8535950229132e-12,1.25620626883071e-11,34789,1455,960,99,"Pubmed","http://pubmed.org/22863883","5"
"5120","Pubmed","19946888","Defining the membrane proteome of NK cells.",5.55560575736544e-16,2.24790920154521e-12,2.67017614980801e-11,4.49581840309041e-11,34789,1168,960,85,"Pubmed","http://pubmed.org/19946888","5"
"5121","Pubmed","31515488","Extensive disruption of protein interactions by genetic variants across the allele frequency spectrum in human populations.",1.22588246199281e-15,4.72396725496696e-12,5.61135862961728e-11,9.92033123543061e-11,34789,1456,960,97,"Pubmed","http://pubmed.org/31515488","5"
"5122","Pubmed","25468996","E-cadherin interactome complexity and robustness resolved by quantitative proteomics.",3.08923999274088e-15,1.13633480532983e-11,1.34979388549267e-10,2.49993657172563e-10,34789,565,960,54,"Pubmed","http://pubmed.org/25468996","5"
"5123","Pubmed","30409884","WDFY4 is required for cross-presentation in response to viral and tumor antigens.",3.31856493123496e-15,1.16761542824025e-11,1.38695053451975e-10,2.68551548495258e-10,34789,156,960,28,"Pubmed","http://pubmed.org/30409884","5"
"5124","Pubmed","27342126","Identification of Zika Virus and Dengue Virus Dependency Factors using Functional Genomics.",1.3026974631153e-14,4.39247872938095e-11,5.21760039670184e-10,1.05419489505143e-09,34789,422,960,45,"Pubmed","http://pubmed.org/27342126","5"
"5125","Pubmed","12665801","Exploring proteomes and analyzing protein processing by mass spectrometric identification of sorted N-terminal peptides.",1.66805574496837e-14,5.39942972423281e-11,6.41370588380544e-10,1.3498574310582e-09,34789,263,960,35,"Pubmed","http://pubmed.org/12665801","5"
"5126","Pubmed","36293380","The Deubiquitinating Enzyme USP48 Interacts with the Retinal Degeneration-Associated Proteins UNC119a and ARL3.",1.81868188924964e-14,5.53007591024649e-11,6.56889379340486e-10,1.47175013205638e-09,34789,552,960,52,"Pubmed","http://pubmed.org/36293380","5"
"5127","Pubmed","23128233","Host-microbe interactions have shaped the genetic architecture of inflammatory bowel disease.",1.84508983214689e-14,5.53007591024649e-11,6.56889379340486e-10,1.49312049576655e-09,34789,342,960,40,"Pubmed","http://pubmed.org/23128233","5"
"5128","Pubmed","28298427","Systematic protein-protein interaction mapping for clinically relevant human GPCRs.",3.51881495825081e-14,1.0169877917196e-10,1.20802768378231e-09,2.84756581681489e-09,34789,697,960,59,"Pubmed","http://pubmed.org/28298427","5"
"5129","Pubmed","27480124","Decreased expression levels of Ifi genes is associated to the increased resistance to spontaneous arthritis disease in mice deficiency of IL-1RA.",3.87932064877874e-14,1.08251773855783e-10,1.28586734964842e-09,3.13930144181771e-09,34789,198,960,30,"Pubmed","http://pubmed.org/27480124","5"
"5130","Pubmed","35446349","Tumor suppressor BAP1 nuclear import is governed by transportin-1.",4.56107236515861e-14,1.23033406692698e-10,1.46145079149393e-09,3.69100220078095e-09,34789,1149,960,80,"Pubmed","http://pubmed.org/35446349","5"
"5131","Pubmed","33144569","A trimeric Rab7 GEF controls NPC1-dependent lysosomal cholesterol export.",8.49683584154131e-14,2.19602592239948e-10,2.60854666119098e-09,6.87597943640889e-09,34789,392,960,42,"Pubmed","http://pubmed.org/33144569","5"
"5132","Pubmed","34732716","Competitive binding of E3 ligases TRIM26 and WWP2 controls SOX2 in glioblastoma.",8.68380573337742e-14,2.19602592239948e-10,2.60854666119098e-09,7.02728295167834e-09,34789,732,960,60,"Pubmed","http://pubmed.org/34732716","5"
"5133","Pubmed","20438785","Polymorphisms in innate immunity genes and risk of childhood leukemia.",1.13462187438606e-13,2.78236789584295e-10,3.30503224523676e-09,9.18181405628172e-09,34789,206,960,30,"Pubmed","http://pubmed.org/20438785","5"
"5134","Pubmed","20406964","Risk of meningioma and common variation in genes related to innate immunity.",1.29260022738758e-13,3.07654061179743e-10,3.65446494008313e-09,1.04602380801113e-08,34789,207,960,30,"Pubmed","http://pubmed.org/20406964","5"
"5135","Pubmed","19423540","Common variation in genes related to innate immunity and risk of adult glioma.",1.47137601199894e-13,3.40198949700007e-10,4.04104899367941e-09,1.19069632395003e-08,34789,208,960,30,"Pubmed","http://pubmed.org/19423540","5"
"5136","Pubmed","24162774","The HIV-1 envelope protein gp120 impairs B cell proliferation by inducing TGF-β1 production and FcRL4 expression.",1.88086059789963e-13,4.22796563956748e-10,5.02218372753692e-09,1.52206763024429e-08,34789,119,960,23,"Pubmed","http://pubmed.org/24162774","5"
"5137","Pubmed","32203420","Systems analysis of RhoGEF and RhoGAP regulatory proteins reveals spatially organized RAC1 signalling from integrin adhesions.",2.11065725172108e-13,4.61629263346693e-10,5.48345746436054e-09,1.70802827438277e-08,34789,916,960,68,"Pubmed","http://pubmed.org/32203420","5"
"5138","Pubmed","23708969","Neutrophil swarms require LTB4 and integrins at sites of cell death in vivo.",2.23940264757547e-13,4.76898473295782e-10,5.66483258487004e-09,1.81221419852397e-08,34789,29,960,13,"Pubmed","http://pubmed.org/23708969","5"
"5139","Pubmed","23874603","HIV-1 Vpr modulates macrophage metabolic pathways: a SILAC-based quantitative analysis.",3.86594005300434e-13,8.02172648331598e-10,9.52859782828859e-09,3.12847332849323e-08,34789,135,960,24,"Pubmed","http://pubmed.org/23874603","5"
"5140","Pubmed","29128334","A Map of Human Mitochondrial Protein Interactions Linked to Neurodegeneration Reveals New Mechanisms of Redox Homeostasis and NF-κB Signaling.",5.7856576535209e-13,1.17049639988381e-09,1.3903726931041e-08,4.68198559953525e-08,34789,786,960,61,"Pubmed","http://pubmed.org/29128334","5"
"5141","Pubmed","17897319","Integral and associated lysosomal membrane proteins.",6.67628956425028e-13,1.31773672365217e-09,1.56527192860081e-08,5.4027205669739e-08,34789,126,960,23,"Pubmed","http://pubmed.org/17897319","5"
"5142","Pubmed","27432908","Defining the Protein-Protein Interaction Network of the Human Protein Tyrosine Phosphatase Family.",1.3160402731038e-12,2.53569626334885e-09,3.01202365331179e-08,1.06499243060652e-07,34789,931,960,67,"Pubmed","http://pubmed.org/27432908","5"
"5143","Pubmed","35337019","A BioID-Derived Proximity Interactome for SARS-CoV-2 Proteins.",1.43998860064962e-12,2.7099915702086e-09,3.21906011683108e-08,1.1652963751897e-07,34789,719,960,57,"Pubmed","http://pubmed.org/35337019","5"
"5144","Pubmed","17353931","Large-scale mapping of human protein-protein interactions by mass spectrometry.",2.07236236362104e-12,3.81145117985612e-09,4.52742754449939e-08,1.67703851913669e-07,34789,1284,960,82,"Pubmed","http://pubmed.org/17353931","5"
"5145","Pubmed","32913203","CHIP ubiquitylates NOXA and induces its lysosomal degradation in response to DNA damage.",3.38351584203834e-12,6.08461413335802e-09,7.22760133216643e-08,2.73807636001111e-07,34789,162,960,25,"Pubmed","http://pubmed.org/32913203","5"
"5146","Pubmed","22268729","Proteomic identification of common SCF ubiquitin ligase FBXO6-interacting glycoproteins in three kinds of cells.",3.77360633724451e-12,6.63859389641684e-09,7.88564550484882e-08,3.05375319235175e-07,34789,613,960,51,"Pubmed","http://pubmed.org/22268729","5"
"5147","Pubmed","22794259","Network organization of the huntingtin proteomic interactome in mammalian brain.",6.09771441702143e-12,1.04989668400647e-08,1.24711847056347e-07,4.93451441483042e-07,34789,621,960,51,"Pubmed","http://pubmed.org/22794259","5"
"5148","Pubmed","21516116","Next-generation sequencing to generate interactome datasets.",6.26877404115894e-12,1.05686306355572e-08,1.25539347584843e-07,5.07294270506746e-07,34789,1147,960,75,"Pubmed","http://pubmed.org/21516116","5"
"5149","Pubmed","31527615","The RNA-mediated estrogen receptor α interactome of hormone-dependent human breast cancer cell nuclei.",1.07892549710819e-11,1.78185646791803e-08,2.11657598969981e-07,8.73109669279834e-07,34789,1497,960,89,"Pubmed","http://pubmed.org/31527615","5"
"5150","Pubmed","19199708","Proteomic analysis of human parotid gland exosomes by multidimensional protein identification technology (MudPIT).",1.11533209174292e-11,1.80514268384408e-08,2.14423649233145e-07,9.0257134192204e-07,34789,417,960,40,"Pubmed","http://pubmed.org/19199708","5"
"5151","Interaction","int:ITGA2B","ITGA2B interactions",2.31966916101006e-13,3.30274495144612e-09,3.34928740089838e-08,3.30274495144612e-09,20010,165,940,34," "," ","5"
"5152","Interaction","int:RAC1","RAC1 interactions",1.71706428655476e-11,9.76827849887502e-08,9.90593357516856e-07,2.44475613119667e-07,20010,1046,940,99," "," ","5"
"5153","Interaction","int:IGF2R","IGF2R interactions",2.05821291590287e-11,9.76827849887502e-08,9.90593357516856e-07,2.93048354966251e-07,20010,301,940,44," "," ","5"
"5154","Interaction","int:NHLRC2","NHLRC2 interactions",6.12309151043550e-11,2.17951442313952e-07,2.21022825098899e-06,8.71805769255807e-07,20010,371,940,49," "," ","5"
"5155","Interaction","int:NPC1","NPC1 interactions",8.38415505414e-11,2.34524693583572e-07,2.37829627466414e-06,1.19373599660845e-06,20010,362,940,48," "," ","5"
"5156","Interaction","int:CFD","CFD interactions",9.88304650583953e-11,2.34524693583572e-07,2.37829627466414e-06,1.40714816150143e-06,20010,1360,940,117," "," ","5"
"5157","Interaction","int:LYN","LYN interactions",3.45525475205086e-10,6.45277817962525e-07,6.54371105717618e-06,4.91959171597002e-06,20010,715,940,73," "," ","5"
"5158","Interaction","int:FNDC5","FNDC5 interactions",3.6256655033714e-10,6.45277817962525e-07,6.54371105717618e-06,5.1622225437002e-06,20010,1470,940,122," "," ","5"
"5159","Interaction","int:WDFY4","WDFY4 interactions",1.9256326706252e-09,3.04635088492906e-06,3.08928021618534e-05,2.74171579643616e-05,20010,141,940,26," "," ","5"
"5160","Interaction","int:CDC42","CDC42 interactions",4.53219484835505e-09,6.289649308914e-06,6.37828336614096e-05,6.45293902508792e-05,20010,1303,940,108," "," ","5"
"5161","Interaction","int:RHOA","RHOA interactions",4.85925989591614e-09,6.289649308914e-06,6.37828336614096e-05,6.9186142398054e-05,20010,1192,940,101," "," ","5"
"5162","Interaction","int:USP48","USP48 interactions",6.14013078252129e-09,7.28526517346151e-06,7.3879294999738e-05,8.74231820815381e-05,20010,661,940,66," "," ","5"
"5163","Interaction","int:PEBP1","PEBP1 interactions",8.3254456491487e-09,9.1182842425061e-06,9.24677956675519e-05,0.000118537695152579,20010,263,940,36," "," ","5"
"5164","Interaction","int:EMC1","EMC1 interactions",1.07709163106177e-08,1.09540218878982e-05,0.000111083865202,0.000153356306430575,20010,405,940,47," "," ","5"
"5165","Interaction","int:HDAC6","HDAC6 interactions",2.14794182984773e-08,2.03882638489147e-05,0.000206755762976679,0.00030582395773372,20010,925,940,82," "," ","5"
"5166","Interaction","int:RAB7A","RAB7A interactions",2.99945427679942e-08,2.43643532993762e-05,0.000247076970024304,0.000427062299930701,20010,870,940,78," "," ","5"
"5167","Interaction","int:SLC6A8","SLC6A8 interactions",3.08019637160255e-08,2.43643532993762e-05,0.000247076970024304,0.000438558359388771,20010,109,940,21," "," ","5"
"5168","Interaction","int:SLC7A2","SLC7A2 interactions",3.08019637160255e-08,2.43643532993762e-05,0.000247076970024304,0.000438558359388771,20010,109,940,21," "," ","5"
"5169","Interaction","int:PCDH7","PCDH7 interactions",3.27364465961096e-08,2.45316592966004e-05,0.000248773606842574,0.000466101526635408,20010,277,940,36," "," ","5"
"5170","Interaction","int:VDAC1","VDAC1 interactions",4.18912136577881e-08,2.94252543979103e-05,0.000298399165760585,0.000596447100059587,20010,506,940,53," "," ","5"
"5171","Interaction","int:PMAIP1","PMAIP1 interactions",4.34000802329061e-08,2.94252543979103e-05,0.000298399165760585,0.000617930342356117,20010,185,940,28," "," ","5"
"5172","Interaction","int:CANX","CANX interactions",7.66554031823803e-08,4.96099832050332e-05,0.000503090896057973,0.00109141963051073,20010,1226,940,99," "," ","5"
"5173","Interaction","int:SLC29A1","SLC29A1 interactions",1.28995665471025e-07,7.98539254337592e-05,0.000809792310031273,0.00183664028497646,20010,118,940,21," "," ","5"
"5174","Interaction","int:ARPC3","ARPC3 interactions",1.51030223601043e-07,8.66165957185048e-05,0.000878372011806946,0.00215036832363165,20010,173,940,26," "," ","5"
"5175","Interaction","int:VAMP7","VAMP7 interactions",1.52087013131242e-07,8.66165957185048e-05,0.000878372011806946,0.00216541489296262,20010,109,940,20," "," ","5"
"5176","Interaction","int:SNAP23","SNAP23 interactions",1.61697297659204e-07,8.85479278489133e-05,0.000897957497414894,0.00230224612407175,20010,185,940,27," "," ","5"
"5177","Interaction","int:PODXL","PODXL interactions",1.71294619941092e-07,9.03293629156027e-05,0.000916022888815369,0.00243889279872127,20010,72,940,16," "," ","5"
"5178","Interaction","int:CTNNA1","CTNNA1 interactions",1.78557248677954e-07,9.07963609527397e-05,0.000920758678787108,0.00254229810667671,20010,322,940,38," "," ","5"
"5179","Interaction","int:VMP1","VMP1 interactions",2.0211149178253e-07,9.92297731034364e-05,0.00100628124101385,0.00287766341999966,20010,187,940,27," "," ","5"
"5180","Interaction","int:AGR2","AGR2 interactions",2.33444248361558e-07,0.000110792640272396,0.00112353935781242,0.00332377920817187,20010,930,940,79," "," ","5"
"5181","Interaction","int:TNFRSF10B","TNFRSF10B interactions",2.5631459593745e-07,0.00011755044299049,0.00119206969798163,0.00364940721695741,20010,155,940,24," "," ","5"
"5182","Interaction","int:VCP","VCP interactions",2.72707409052402e-07,0.00011755044299049,0.00119206969798163,0.0038828080900881,20010,1410,940,108," "," ","5"
"5183","Interaction","int:SLC1A5","SLC1A5 interactions",2.777130847304e-07,0.00011755044299049,0.00119206969798163,0.00395407890039143,20010,238,940,31," "," ","5"
"5184","Interaction","int:SLC30A1","SLC30A1 interactions",2.80707617760688e-07,0.00011755044299049,0.00119206969798163,0.00399671506167667,20010,113,940,20," "," ","5"
"5185","Interaction","int:MYH9","MYH9 interactions",2.91264120432938e-07,0.000118486244192119,0.00120155958357812,0.00414701854672417,20010,686,940,63," "," ","5"
"5186","Interaction","int:GNAI2","GNAI2 interactions",3.04792021997474e-07,0.000120545244700001,0.00122243974405334,0.00433962880920003,20010,264,940,33," "," ","5"
"5187","Interaction","int:ATP2B1","ATP2B1 interactions",3.13761226591889e-07,0.000120569024786503,0.00122268089602021,0.00446733234421532,20010,227,940,30," "," ","5"
"5188","Interaction","int:ATP1A1","ATP1A1 interactions",3.21788379118353e-07,0.000120569024786503,0.00122268089602021,0.00458162294188711,20010,539,940,53," "," ","5"
"5189","Interaction","int:STXBP5","STXBP5 interactions",3.42516878292141e-07,0.000125045008028808,0.00126807148627309,0.00487675531312351,20010,35,940,11," "," ","5"
"5190","Interaction","int:VAMP2","VAMP2 interactions",3.52688055559943e-07,0.000125539313376562,0.00127308419751106,0.00502157253506246,20010,204,940,28," "," ","5"
"5191","Interaction","int:SLC3A2","SLC3A2 interactions",3.79796381532498e-07,0.000128836682919953,0.00130652255993427,0.0054075408802597,20010,345,940,39," "," ","5"
"5192","Interaction","int:TPM4","TPM4 interactions",3.80049212153253e-07,0.000128836682919953,0.00130652255993427,0.00541114068263801,20010,229,940,30," "," ","5"
"5193","Interaction","int:SHC1","SHC1 interactions",3.94639661672978e-07,0.000130671616346508,0.00132513047394942,0.00561887950289986,20010,359,940,40," "," ","5"
"5194","Interaction","int:INPP5D","INPP5D interactions",4.27391844889535e-07,0.000138300115625845,0.00140249047873229,0.0060852050875372,20010,86,940,17," "," ","5"
"5195","Interaction","int:PEAK1","PEAK1 interactions",5.41665984974327e-07,0.000171383117645877,0.00173798257236511,0.00771224029406446,20010,150,940,23," "," ","5"
